EM_Rank,Team_Name,Seed,Conference,Record,AdjEM,AdjO,AdjO-rank,AdjD,AdjD-rank,AdjT,AdjT-rank,Luck,Luck-rank,OppEM,OppEM-rank,OppO,OppO-rank,OppD,OppD-rank,NonConfEM
38, Louisville, 9, BE, 20-13, +16.54, 111.2, 22, 94.7, 87,69.3, 152, -.038, 271, +10.02, 18, 105.0, 15, 95.0,35,35
39, Oklahoma St., 7, B12, 22-11, +16.44, 109.4, 29, 92.9, 64,69.0, 174, +.011, 134, +8.94, 42, 104.0, 39, 95.0,36,36
40, UTEP, 12, CUSA, 26-7, +16.21, 104.2, 87, 88.0, 17,71.0, 75, +.024, 104, +3.10, 114, 101.0, 123, 97.9,109,109
41, San Diego St., 11, MWC, 25-9, +16.14, 107.3, 48, 91.1, 48,66.2, 285, +.006, 155, +4.53, 89, 101.6, 99, 97.1,89,89
42, UNLV, 8, MWC, 25-9, +16.05, 106.7, 56, 90.6, 39,69.3, 159, -.012, 203, +5.05, 81, 101.9, 85, 96.9,87,87
43, New Mexico, 3, MWC, 30-5, +15.80, 109.8, 27, 94.0, 82,70.1, 121, +.096, 13, +4.82, 86, 102.0, 84, 97.2,94,94
44, Gonzaga, 8, WCC, 27-7, +15.78, 108.3, 40, 92.5, 61,70.6, 88, +.079, 21, +4.04, 94, 102.5, 74, 98.5,130,130
45, Cornell, 12, Ivy, 29-5, +15.63, 113.4, 9, 97.7, 150,66.7, 271, +.067, 37, -1.97, 189, 97.2, 231, 99.2,157,157
50, Florida, 10, SEC, 21-13, +14.89, 108.5, 36, 93.6, 77,67.9, 230, -.061, 309, +8.33, 52, 103.4, 51, 95.1,40,40
52, Richmond, 7, A10, 26-9, +14.78, 105.3, 75, 90.5, 37,65.8, 296, +.047, 64, +5.37, 78, 101.9, 87, 96.5,77,77
54, Murray St., 13, OVC, 31-5, +14.58, 104.9, 80, 90.4, 35,68.8, 183, -.011, 200, -5.92, 268, 96.8, 249, 102.7,309,309
58, Wake Forest, 9, ACC, 20-11, +13.90, 104.0, 95, 90.1, 33,71.5, 64, +.068, 34, +10.87, 9, 104.2, 30, 93.4,3,3
59, Siena, 13, MAAC, 27-7, +13.61, 105.9, 64, 92.3, 58,71.7, 59, +.027, 100, +0.33, 159, 97.8, 209, 97.5,98,98
82, Wofford, 13, SC, 26-9, +9.90, 101.1, 145, 91.2, 49,66.8, 265, -.022, 236, -2.33, 199, 98.4, 190, 100.7,206,206
87, Houston, 13, CUSA, 19-16, +8.63, 108.2, 42, 99.5, 182,73.6, 22, -.083, 335, +4.17, 92, 101.7, 93, 97.6,101,101
94, Ohio, 14, MAC, 22-15, +8.06, 103.6, 102, 95.6, 100,71.3, 68, -.066, 316, +0.96, 150, 99.8, 155, 98.9,142,142
95, Montana, 14, BSky, 22-10, +7.97, 103.3, 107, 95.4, 98,64.9, 315, -.042, 279, -2.17, 196, 100.0, 153, 102.2,279,279
100, Sam Houston St., 14, Slnd, 25-8, +7.47, 107.1, 50, 99.6, 184,71.7, 56, +.052, 54, -3.75, 232, 97.8, 210, 101.6,247,247
113, New Mexico St., 12, WAC, 22-12, +5.92, 108.6, 35, 102.6, 247,72.7, 30, +.123, 4, +3.27, 110, 102.1, 83, 98.8,139,139
135, Oakland, 14, Sum, 26-9, +3.19, 103.6, 103, 100.4, 206,72.6, 31, +.173, 1, -3.23, 219, 98.0, 204, 101.2,227,227
136, Vermont, 16, AE, 25-10, +2.97, 100.0, 156, 97.0, 128,69.5, 144, +.067, 40, -7.09, 285, 94.9, 292, 102.0,274,274
149, East Tennessee St., 16, ASun, 20-15, +2.37, 96.7, 204, 94.3, 85,70.5, 94, -.002, 174, -2.04, 191, 98.3, 196, 100.4,191,191
153, UC Santa Barbara, 15, BW, 20-10, +2.08, 96.2, 214, 94.2, 83,69.6, 137, +.126, 3, -1.22, 176, 99.3, 171, 100.5,198,198
156, Morgan St., 15, MEAC, 27-10, +1.58, 101.6, 142, 100.0, 192,71.9, 52, +.076, 25, -8.37, 308, 94.3, 304, 102.7,312,312
175, North Texas, 15, SB, 24-9, -0.42, 99.6, 165, 100.0, 193,70.5, 92, +.113, 8, -6.07, 271, 96.3, 258, 102.4,290,290
185, Lehigh, 16, Pat, 22-11, -0.99, 101.6, 141, 102.6, 246,71.9, 53, +.018, 116, -9.38, 316, 93.8, 311, 103.1,321,321
187, Robert Morris, 15, NEC, 23-12, -1.08, 96.1, 218, 97.2, 133,69.5, 142, +.075, 27, -7.20, 288, 94.7, 297, 101.9,266,266
225, Winthrop, 16, BSth, 19-14, -5.61, 87.4, 319, 93.0, 66,66.9, 260, +.050, 57, -8.02, 300, 94.9, 293, 102.9,316,316
231, Arkansas Pine Bluff, 16, SWAC, 18-16, -6.26, 89.6, 302, 95.9, 106,68.0, 225, +.053, 50, -9.04, 313, 92.3, 331, 101.4,234,234
