EM_Rank,Team_Name,Seed,Conference,Record,AdjEM,AdjO,AdjO-rank,AdjD,AdjD-rank,AdjT,AdjT-rank,Luck,Luck-rank,OppEM,OppEM-rank,OppO,OppO-rank,OppD,OppD-rank,NonConfEM
19, Florida St., 3, ACC, 25-8, +22.65, 116.7, 25, 94.0, 23,70.4, 52, +.023, 127, +9.62, 32, 110.8, 18, 101.2,56,56
20, Michigan, 7, B10, 24-11, +22.62, 121.7, 5, 99.0, 68,62.4, 339, -.031, 255, +9.69, 29, 109.2, 40, 99.5,18,18
21, Arizona, 2, P12, 30-4, +22.48, 117.4, 20, 94.9, 31,65.3, 278, +.064, 38, +6.34, 65, 108.0, 60, 101.6,70,70
22, Cincinnati, 6, Amer, 29-5, +22.32, 114.3, 35, 91.9, 9,63.4, 327, +.029, 103, +3.55, 84, 106.5, 80, 103.0,100,100
23, Wisconsin, 8, B10, 25-9, +22.24, 113.5, 39, 91.3, 8,62.9, 333, -.000, 188, +9.02, 38, 109.8, 33, 100.8,48,48
24, Oklahoma St., 10, B12, 20-12, +22.14, 124.8, 1, 102.7, 131,69.9, 64, -.056, 308, +14.00, 1, 111.6, 5, 97.6,1,1
25, Notre Dame, 5, ACC, 25-9, +21.04, 118.9, 16, 97.8, 58,66.7, 220, +.021, 133, +10.55, 24, 110.2, 24, 99.6,22,22
26, Butler, 4, BE, 23-8, +20.80, 117.9, 17, 97.1, 49,64.9, 295, -.001, 189, +10.59, 23, 110.5, 22, 99.9,28,28
27, Creighton, 6, BE, 25-9, +19.55, 115.6, 31, 96.1, 40,70.5, 49, +.009, 168, +8.93, 40, 110.2, 26, 101.2,57,57
28, Kansas St., 11, B12, 21-13, +17.93, 112.8, 43, 94.9, 29,65.9, 265, -.031, 258, +11.23, 16, 110.3, 23, 99.1,12,12
29, Marquette, 10, BE, 19-12, +17.51, 120.9, 8, 103.4, 155,69.5, 77, -.062, 312, +8.85, 41, 109.1, 44, 100.2,34,34
30, South Carolina, 7, SEC, 22-10, +16.92, 105.5, 150, 88.5, 3,67.8, 169, -.004, 196, +8.36, 47, 108.6, 52, 100.3,38,38
31, Miami FL, 8, ACC, 21-11, +16.89, 110.3, 69, 93.5, 21,62.6, 338, +.030, 99, +10.02, 26, 111.0, 15, 100.9,53,53
32, Wake Forest, 11, ACC, 19-14, +16.88, 121.3, 6, 104.4, 168,70.2, 56, -.044, 290, +11.37, 15, 111.3, 10, 100.0,29,29
33, Minnesota, 5, B10, 24-9, +16.60, 109.6, 81, 93.0, 17,69.0, 97, +.028, 108, +8.13, 49, 108.8, 50, 100.6,43,43
34, Vanderbilt, 9, SEC, 19-15, +16.19, 112.3, 50, 96.1, 41,65.2, 286, -.035, 269, +11.10, 17, 109.9, 31, 98.8,9,9
35, Dayton, 7, A10, 24-7, +15.77, 112.3, 49, 96.6, 45,68.2, 136, -.011, 216, +3.47, 85, 105.6, 101, 102.2,76,76
36, Rhode Island, 11, A10, 24-9, +15.72, 110.7, 64, 95.0, 32,65.8, 268, -.024, 248, +3.74, 83, 106.3, 82, 102.6,88,88
37, Arkansas, 8, SEC, 25-9, +15.55, 116.6, 26, 101.1, 97,69.0, 95, +.093, 7, +7.49, 56, 107.9, 62, 100.4,40,40
38, Northwestern, 8, B10, 23-11, +15.47, 111.2, 58, 95.7, 36,64.7, 300, +.021, 134, +7.69, 53, 108.6, 55, 100.9,51,51
40, Xavier, 11, BE, 21-13, +15.21, 114.8, 33, 99.6, 74,66.8, 219, +.030, 100, +10.92, 21, 110.7, 19, 99.8,24,24
42, Michigan St., 9, B10, 19-14, +15.00, 110.6, 67, 95.6, 34,66.3, 242, -.012, 218, +10.68, 22, 110.2, 25, 99.5,19,19
43, Maryland, 6, B10, 24-8, +14.90, 113.6, 38, 98.7, 64,66.7, 223, +.064, 37, +7.72, 52, 108.0, 59, 100.3,36,36
44, Virginia Tech, 9, ACC, 22-10, +14.86, 117.3, 21, 102.5, 126,67.9, 158, +.061, 41, +8.68, 43, 110.1, 27, 101.5,63,63
46, Middle Tennessee, 12, CUSA, 30-4, +14.65, 111.6, 55, 97.0, 48,63.9, 315, +.012, 159, -1.74, 183, 103.9, 183, 105.7,191,191
47, VCU, 10, A10, 26-8, +14.52, 110.1, 71, 95.6, 35,67.8, 168, +.036, 82, +3.80, 80, 105.7, 100, 101.9,72,72
52, Seton Hall, 9, BE, 21-11, +13.87, 109.8, 76, 95.9, 38,66.9, 214, +.071, 27, +9.58, 33, 109.9, 32, 100.3,37,37
54, Nevada, 12, MWC, 28-6, +13.49, 114.6, 34, 101.1, 100,69.3, 87, +.059, 44, +0.96, 122, 104.1, 172, 103.2,103,103
55, Providence, 11, BE, 20-12, +12.87, 108.1, 108, 95.2, 33,66.0, 262, +.027, 110, +8.15, 48, 109.1, 43, 101.0,54,54
58, Princeton, 12, Ivy, 23-6, +12.48, 109.4, 83, 96.9, 47,62.8, 336, +.025, 119, -1.48, 175, 103.4, 215, 104.9,147,147
59, UNC Wilmington, 12, CAA, 29-5, +12.42, 117.8, 18, 105.3, 189,69.7, 71, +.051, 60, +0.19, 137, 105.1, 128, 104.9,145,145
61, USC, 11, P12, 24-9, +12.08, 112.4, 48, 100.3, 85,68.5, 117, +.078, 19, +3.93, 77, 107.9, 61, 104.0,122,122
62, Vermont, 13, AE, 29-5, +11.90, 110.8, 61, 98.9, 67,64.0, 313, +.060, 42, -4.73, 272, 102.7, 250, 107.4,292,292
64, East Tennessee St., 13, SC, 27-7, +11.53, 108.1, 109, 96.5, 44,69.7, 72, +.002, 184, -1.37, 174, 105.3, 112, 106.7,259,259
80, Bucknell, 13, Pat, 26-8, +8.76, 109.1, 89, 100.3, 86,69.3, 86, +.018, 144, -4.33, 263, 100.9, 309, 105.3,165,165
87, New Mexico St., 14, WAC, 28-5, +7.51, 110.1, 72, 102.6, 127,67.1, 210, +.057, 47, -5.63, 298, 100.2, 324, 105.9,202,202
110, Florida Gulf Coast, 14, ASun, 26-7, +5.00, 109.6, 82, 104.6, 172,64.8, 299, +.051, 63, -5.02, 279, 103.6, 204, 108.6,330,330
111, Winthrop, 13, BSth, 26-6, +4.97, 106.6, 134, 101.6, 105,70.5, 46, +.029, 101, -7.27, 321, 100.5, 322, 107.7,305,305
118, Iona, 14, MAAC, 22-12, +3.93, 110.2, 70, 106.3, 203,70.1, 58, +.011, 162, -2.65, 208, 103.3, 217, 106.0,213,213
130, Troy, 15, SB, 22-14, +2.65, 109.9, 74, 107.3, 226,67.6, 178, -.037, 278, -2.89, 220, 102.2, 264, 105.1,160,160
141, Kent St., 14, MAC, 22-13, +1.75, 104.4, 169, 102.7, 133,67.9, 159, +.022, 129, -2.27, 200, 103.9, 182, 106.2,230,230
147, Northern Kentucky, 15, Horz, 24-10, +1.39, 106.7, 132, 105.3, 186,67.4, 192, +.082, 13, -3.85, 248, 102.5, 257, 106.4,241,241
152, North Carolina Central, 16, MEAC, 25-8, +1.02, 102.9, 200, 101.9, 110,66.0, 260, -.042, 286, -12.29, 350, 97.8, 348, 110.1,349,349
158, Jacksonville St., 15, OVC, 20-14, +0.59, 105.4, 152, 104.8, 178,63.2, 329, +.029, 105, -2.11, 194, 104.0, 180, 106.1,220,220
172, North Dakota, 15, BSky, 22-9, -0.27, 102.9, 199, 103.2, 146,70.9, 34, +.047, 69, -6.48, 312, 102.4, 260, 108.9,338,338
182, New Orleans, 16, Slnd, 20-12, -1.00, 100.9, 239, 101.9, 112,65.7, 269, +.046, 71, -5.51, 294, 102.1, 269, 107.6,301,301
187, South Dakota St., 16, Sum, 18-16, -1.33, 110.8, 63, 112.1, 309,66.7, 222, +.029, 104, -1.09, 167, 104.6, 154, 105.7,190,190
208, Texas Southern, 16, SWAC, 23-11, -3.68, 103.6, 187, 107.3, 227,68.1, 146, +.120, 2, -9.02, 337, 99.7, 332, 108.7,332,332
212, Mount St. Mary's, 16, NEC, 20-15, -3.94, 99.4, 266, 103.3, 152,66.4, 236, +.072, 25, -5.03, 281, 101.5, 290, 106.6,249,249
217, UC Davis, 16, BW, 22-12, -4.76, 97.9, 292, 102.6, 129,68.1, 142, +.109, 4, -6.19, 307, 100.1, 325, 106.3,237,237
