EM_Rank,Team_Name,Seed,Conference,Record,AdjEM,AdjO,AdjO-rank,AdjD,AdjD-rank,AdjT,AdjT-rank,Luck,Luck-rank,OppEM,OppEM-rank,OppO,OppO-rank,OppD,OppD-rank,NonConfEM
42, Dayton, 11, A10, 27-9, +14.23, 107.2, 74, 93.0, 31,64.3, 209, +.022, 131, +4.32, 86, 104.4, 95, 100.1,79,79
43, Cincinnati, 8, Amer, 23-11, +14.14, 106.0, 95, 91.9, 16,60.0, 342, -.015, 219, +4.40, 85, 103.9, 107, 99.5,66,66
44, Purdue, 9, B10, 21-13, +13.96, 108.8, 59, 94.9, 54,64.9, 172, -.006, 200, +8.55, 39, 108.1, 17, 99.6,71,71
45, Oregon, 8, P12, 26-10, +13.91, 113.1, 23, 99.2, 116,67.1, 67, +.119, 4, +8.39, 47, 107.5, 28, 99.1,54,54
46, Mississippi, 11, SEC, 21-13, +13.88, 112.5, 28, 98.6, 103,66.9, 74, -.032, 257, +7.95, 54, 106.3, 63, 98.3,32,32
47, Boise St., 11, MWC, 25-9, +13.82, 109.7, 50, 95.9, 62,63.1, 269, +.009, 163, +0.84, 126, 103.3, 120, 102.5,134,134
48, Indiana, 10, B10, 20-14, +13.81, 117.7, 8, 103.9, 201,66.8, 77, -.043, 282, +8.45, 41, 107.1, 46, 98.7,43,43
49, LSU, 9, SEC, 22-11, +13.77, 106.7, 82, 93.0, 32,69.4, 16, -.043, 281, +5.83, 73, 105.2, 82, 99.3,61,61
50, St. John's, 9, BE, 21-12, +13.68, 108.6, 62, 94.9, 55,67.4, 56, +.050, 64, +10.31, 21, 108.3, 14, 98.0,24,24
51, Stephen F. Austin, 12, Slnd, 29-5, +13.66, 111.7, 32, 98.1, 98,66.2, 103, +.021, 133, -5.32, 270, 100.9, 243, 106.2,293,293
58, Buffalo, 12, MAC, 23-10, +11.84, 109.2, 56, 97.3, 88,68.7, 22, +.001, 182, +1.54, 116, 104.5, 94, 102.9,155,155
65, Valparaiso, 13, Horz, 28-6, +11.14, 105.3, 111, 94.2, 45,62.8, 284, +.053, 58, -1.89, 183, 102.8, 143, 104.7,225,225
68, Georgia St., 14, SB, 25-10, +10.32, 109.4, 53, 99.1, 113,63.2, 267, -.003, 192, -2.19, 187, 100.6, 262, 102.8,149,149
75, Harvard, 13, Ivy, 22-8, +9.27, 102.8, 163, 93.6, 41,61.7, 316, +.092, 13, -0.33, 151, 102.7, 150, 103.0,157,157
92, UC Irvine, 13, BW, 21-13, +7.10, 104.2, 129, 97.1, 82,64.2, 218, -.022, 231, +0.35, 136, 102.9, 138, 102.6,139,139
96, Wofford, 12, SC, 28-7, +6.70, 103.0, 158, 96.3, 71,61.6, 320, +.123, 3, -4.32, 240, 102.4, 164, 106.7,307,307
98, New Mexico St., 15, WAC, 23-11, +6.60, 105.2, 113, 98.6, 105,63.0, 270, -.042, 276, -5.13, 265, 99.7, 298, 104.9,234,234
109, Wyoming, 12, MWC, 25-10, +5.67, 102.7, 165, 97.1, 80,59.5, 344, +.084, 21, -0.13, 145, 102.0, 184, 102.1,120,120
117, Northeastern, 14, CAA, 23-12, +5.11, 106.1, 93, 101.0, 149,63.8, 247, +.025, 120, -1.79, 178, 102.7, 149, 104.5,220,220
131, Albany, 14, AE, 24-9, +3.31, 105.1, 116, 101.8, 162,61.5, 324, +.054, 55, -5.87, 290, 98.7, 321, 104.6,224,224
132, Eastern Washington, 13, BSky, 26-9, +3.27, 110.9, 39, 107.6, 285,68.5, 26, +.067, 38, -4.58, 253, 102.4, 167, 107.0,315,315
136, UAB, 14, CUSA, 20-16, +3.06, 102.9, 162, 99.8, 127,65.4, 143, +.025, 119, +1.38, 118, 103.0, 135, 101.6,109,109
140, Coastal Carolina, 16, BSth, 24-10, +2.37, 104.7, 119, 102.3, 171,64.8, 175, +.006, 169, -6.56, 308, 100.6, 259, 107.2,333,333
142, Belmont, 15, OVC, 22-11, +2.29, 108.1, 65, 105.8, 243,67.2, 62, +.066, 41, -3.12, 203, 101.0, 236, 104.1,200,200
143, North Florida, 16, ASun, 23-12, +2.25, 106.3, 88, 104.1, 203,67.7, 47, -.021, 229, -7.94, 333, 99.1, 317, 107.1,326,326
152, North Dakota St., 15, Sum, 23-10, +1.38, 101.7, 181, 100.3, 135,61.5, 325, +.105, 6, -4.45, 246, 101.2, 222, 105.7,270,270
161, Manhattan, 16, MAAC, 19-14, +0.32, 99.8, 223, 99.5, 119,68.3, 30, -.001, 185, -4.12, 229, 100.3, 276, 104.4,215,215
184, Robert Morris, 16, NEC, 20-15, -1.42, 101.0, 196, 102.4, 172,66.3, 101, +.055, 54, -4.46, 247, 101.3, 220, 105.7,275,275
193, Lafayette, 16, Pat, 20-13, -2.10, 110.9, 38, 113.0, 338,65.1, 159, +.096, 11, -3.99, 224, 101.5, 205, 105.5,257,257
214, Texas Southern, 15, SWAC, 22-13, -3.86, 101.9, 176, 105.8, 241,64.2, 213, +.129, 1, -7.95, 334, 98.0, 336, 105.9,280,280
251, Hampton, 16, MEAC, 17-18, -7.37, 94.6, 303, 102.0, 166,69.5, 15, +.030, 106, -7.92, 331, 97.8, 337, 105.7,269,269
