EM_Rank,Team_Name,Seed,Conference,Record,AdjEM,AdjO,AdjO-rank,AdjD,AdjD-rank,AdjT,AdjT-rank,Luck,Luck-rank,OppEM,OppEM-rank,OppO,OppO-rank,OppD,OppD-rank,NonConfEM
20, Arizona, 5, P10, 30-8, +19.24, 113.4, 11, 94.1, 70,68.5, 163, +.065, 32, +8.08, 36, 104.5, 33, 96.4,46,46
21, Cincinnati, 6, BE, 26-9, +19.02, 106.9, 55, 87.9, 13,65.2, 304, +.041, 79, +7.30, 51, 103.9, 43, 96.6,58,58
22, Utah St., 12, WAC, 30-4, +18.99, 107.6, 51, 88.6, 17,65.2, 308, +.034, 90, +0.20, 149, 100.6, 137, 100.4,167,167
23, Belmont, 13, ASun, 30-5, +18.13, 108.6, 40, 90.5, 29,71.0, 48, -.006, 197, -5.27, 277, 96.7, 284, 102.0,252,252
24, George Mason, 8, CAA, 27-7, +17.96, 110.0, 24, 92.1, 49,67.1, 236, +.028, 110, +1.98, 116, 101.6, 98, 99.7,143,143
25, Clemson, 12, ACC, 22-12, +17.87, 105.5, 69, 87.7, 10,67.0, 240, -.088, 329, +7.70, 42, 103.6, 52, 95.9,32,32
26, Marquette, 11, BE, 22-15, +17.70, 111.5, 18, 93.8, 66,69.2, 124, -.057, 306, +11.29, 11, 106.1, 13, 94.8,10,10
28, UNLV, 8, MWC, 24-9, +17.41, 106.6, 57, 89.2, 22,68.9, 145, +.004, 169, +6.65, 58, 103.2, 61, 96.6,55,55
29, Villanova, 9, BE, 21-12, +17.34, 109.9, 26, 92.6, 53,68.3, 174, -.040, 276, +9.78, 25, 105.1, 27, 95.4,21,21
30, Michigan, 8, B10, 21-14, +17.32, 108.6, 39, 91.3, 38,64.2, 323, -.014, 218, +12.70, 6, 107.5, 4, 94.8,9,9
31, Georgetown, 6, BE, 21-11, +17.28, 109.6, 31, 92.4, 52,66.5, 262, +.048, 60, +12.21, 7, 106.6, 11, 94.4,5,5
32, Kansas St., 5, B12, 23-11, +17.06, 106.3, 63, 89.2, 21,69.7, 94, +.011, 149, +9.88, 23, 105.5, 20, 95.7,26,26
33, Vanderbilt, 5, SEC, 23-11, +16.91, 112.5, 15, 95.5, 89,68.9, 143, -.050, 296, +7.58, 46, 103.4, 59, 95.8,29,29
34, Temple, 7, A10, 26-8, +16.48, 106.5, 59, 90.0, 27,67.2, 234, +.014, 144, +4.25, 79, 102.1, 84, 97.8,84,84
35, Florida St., 10, ACC, 23-11, +16.35, 100.2, 156, 83.9, 1,69.9, 87, -.016, 220, +6.87, 56, 103.6, 51, 96.7,61,61
36, Gonzaga, 11, WCC, 25-10, +16.10, 107.7, 47, 91.6, 43,69.4, 110, -.007, 199, +4.49, 78, 103.4, 58, 98.9,107,107
37, Butler, 8, Horz, 28-10, +16.02, 108.4, 42, 92.3, 51,66.4, 265, +.034, 92, +5.38, 69, 102.7, 73, 97.3,74,74
38, Richmond, 12, A10, 29-8, +15.74, 109.1, 35, 93.4, 60,64.7, 316, +.053, 50, +3.22, 90, 101.4, 105, 98.2,91,91
39, Xavier, 6, A10, 24-8, +15.67, 108.9, 36, 93.3, 57,66.9, 248, +.037, 86, +4.79, 75, 102.1, 85, 97.3,73,73
41, St. John's, 6, BE, 21-12, +15.53, 107.4, 53, 91.8, 44,68.5, 165, +.047, 61, +11.48, 9, 106.7, 10, 95.2,17,17
43, Missouri, 11, B12, 23-11, +15.21, 109.4, 33, 94.2, 73,73.5, 15, -.013, 210, +7.55, 47, 104.1, 39, 96.5,51,51
45, Michigan St., 10, B10, 19-15, +14.77, 105.1, 74, 90.3, 28,68.1, 187, +.009, 153, +13.96, 1, 107.6, 2, 93.6,1,1
46, Penn St., 10, B10, 19-15, +14.56, 108.4, 41, 93.9, 67,62.2, 342, +.037, 85, +13.31, 2, 107.6, 3, 94.3,3,3
47, Old Dominion, 9, CAA, 27-7, +14.44, 105.8, 66, 91.3, 40,63.3, 330, +.059, 42, +2.98, 94, 102.3, 80, 99.3,125,125
49, Texas A&M, 7, B12, 24-9, +14.27, 105.5, 70, 91.2, 35,64.0, 327, +.051, 55, +6.63, 60, 103.2, 63, 96.5,54,54
52, UCLA, 7, P10, 23-11, +13.32, 104.7, 81, 91.3, 39,68.6, 161, +.033, 96, +8.18, 35, 104.5, 31, 96.3,45,45
53, VCU, 11, CAA, 28-12, +13.26, 108.7, 38, 95.4, 88,67.7, 205, +.021, 129, +4.77, 76, 102.5, 77, 97.7,83,83
56, USC, 11, P10, 19-15, +13.03, 103.6, 95, 90.5, 30,65.3, 303, -.050, 294, +7.98, 37, 104.7, 30, 96.7,60,60
57, Oakland, 13, Sum, 25-10, +12.94, 114.5, 7, 101.5, 224,74.0, 12, +.022, 125, +1.01, 136, 102.0, 87, 101.0,189,189
62, Tennessee, 9, SEC, 19-15, +12.07, 103.7, 92, 91.6, 42,69.3, 117, -.013, 211, +10.09, 20, 105.6, 18, 95.5,25,25
63, Georgia, 10, SEC, 21-12, +11.87, 103.9, 91, 92.0, 48,66.5, 261, -.003, 191, +6.54, 63, 103.0, 69, 96.5,49,49
65, UAB, 12, CUSA, 22-9, +11.40, 104.2, 87, 92.8, 55,65.2, 305, +.024, 120, +2.34, 102, 100.9, 128, 98.5,95,95
79, Princeton, 13, Ivy, 25-7, +8.94, 103.6, 94, 94.6, 78,65.2, 307, +.091, 15, -1.52, 178, 100.2, 152, 101.7,231,231
83, Wofford, 14, SC, 21-13, +8.08, 108.3, 43, 100.2, 190,66.1, 274, -.024, 241, -0.91, 167, 100.4, 145, 101.3,206,206
89, Morehead St., 13, OVC, 25-10, +6.85, 101.6, 120, 94.7, 80,66.2, 272, +.023, 123, -3.30, 223, 98.5, 213, 101.8,242,242
91, Memphis, 12, CUSA, 25-10, +6.78, 100.4, 150, 93.6, 63,70.8, 53, +.117, 9, +3.24, 89, 101.9, 88, 98.7,99,99
95, Bucknell, 14, Pat, 25-9, +6.47, 101.6, 118, 95.2, 84,67.7, 206, +.067, 29, -3.58, 233, 99.1, 195, 102.6,287,287
108, LIU Brooklyn, 15, NEC, 27-6, +5.34, 105.4, 71, 100.1, 186,76.5, 3, +.052, 53, -5.90, 292, 96.2, 304, 102.1,253,253
109, Indiana St., 14, MVC, 20-14, +5.33, 99.0, 180, 93.7, 65,67.4, 218, +.052, 52, +2.95, 96, 102.2, 82, 99.3,124,124
118, Akron, 15, MAC, 23-13, +4.00, 99.5, 169, 95.6, 90,69.1, 135, +.044, 69, -1.27, 175, 99.2, 189, 100.5,173,173
120, Northern Colorado, 15, BSky, 21-11, +3.93, 102.2, 109, 98.2, 138,68.9, 142, +.024, 121, -2.79, 205, 99.0, 202, 101.7,235,235
131, UC Santa Barbara, 15, BW, 18-14, +3.13, 100.1, 159, 96.9, 118,66.6, 258, +.002, 174, -0.05, 150, 100.6, 138, 100.7,177,177
140, Saint Peter's, 14, MAAC, 20-14, +2.63, 90.9, 300, 88.3, 16,67.9, 199, +.074, 25, -0.39, 156, 99.0, 198, 99.4,132,132
149, UNC Asheville, 16, BSth, 20-14, +1.80, 97.7, 204, 95.9, 98,70.6, 62, -.011, 207, -4.10, 252, 97.7, 248, 101.8,236,236
171, Boston University, 16, AE, 21-14, -0.54, 98.5, 188, 99.1, 157,65.8, 284, +.046, 65, -4.51, 260, 96.9, 280, 101.4,208,208
208, Hampton, 16, MEAC, 24-9, -4.09, 90.5, 303, 94.6, 77,69.4, 109, +.108, 11, -10.90, 335, 93.8, 331, 104.7,339,339
218, Arkansas Little Rock, 16, SB, 19-17, -4.54, 97.1, 211, 101.7, 229,66.9, 253, +.032, 100, -3.77, 242, 98.7, 210, 102.5,271,271
229, UTSA, 16, Slnd, 20-14, -5.32, 97.9, 200, 103.2, 252,69.7, 95, +.086, 19, -6.47, 305, 96.6, 289, 103.0,304,304
303, Alabama St., 16, SWAC, 17-18, -12.94, 88.3, 322, 101.2, 221,67.5, 216, +.031, 101, -12.23, 340, 91.1, 342, 103.3,315,315
