EM_Rank,Team_Name,Seed,Conference,Record,AdjEM,AdjO,AdjO-rank,AdjD,AdjD-rank,AdjT,AdjT-rank,Luck,Luck-rank,OppEM,OppEM-rank,OppO,OppO-rank,OppD,OppD-rank,NonConfEM
74, Manhattan, 13, MAAC, 25-8, +10.18, 106.6, 135, 96.4, 47,69.6, 43, -.008, 200, -0.93, 164, 104.8, 138, 105.7,200,200
82, Tulsa, 13, CUSA, 21-13, +8.92, 105.5, 158, 96.6, 51,68.7, 65, -.023, 234, +0.68, 131, 104.6, 147, 103.9,124,124
87, Mercer, 14, ASun, 27-9, +8.38, 110.2, 75, 101.8, 118,65.5, 230, +.022, 130, -4.63, 238, 103.1, 214, 107.7,264,264
91, North Carolina Central, 14, MEAC, 28-6, +7.98, 108.1, 114, 100.1, 92,64.3, 283, +.041, 88, -10.80, 344, 97.5, 349, 108.3,287,287
106, Delaware, 13, CAA, 25-10, +5.84, 111.4, 60, 105.6, 191,71.5, 13, +.064, 41, -1.47, 176, 104.4, 153, 105.9,205,205
113, Louisiana Lafayette, 14, SB, 23-12, +5.19, 109.7, 89, 104.5, 168,70.4, 24, +.038, 91, -0.91, 163, 104.4, 156, 105.3,184,184
120, American, 15, Pat, 20-13, +4.56, 102.8, 206, 98.3, 61,61.5, 343, +.008, 164, -3.32, 221, 102.8, 230, 106.1,215,215
125, Eastern Kentucky, 15, OVC, 24-10, +3.95, 111.7, 56, 107.8, 235,66.6, 169, +.037, 96, -5.17, 251, 103.5, 186, 108.7,300,300
132, Western Michigan, 14, MAC, 23-10, +3.35, 105.7, 152, 102.4, 130,66.7, 155, +.098, 10, -1.87, 189, 103.5, 190, 105.3,186,186
168, Milwaukee, 15, Horz, 21-14, +0.11, 104.1, 188, 104.0, 164,67.6, 116, +.118, 4, -0.54, 152, 103.7, 179, 104.2,137,137
171, Weber St., 16, BSky, 19-12, -0.57, 105.8, 149, 106.4, 212,64.7, 267, -.008, 203, -6.58, 286, 103.0, 219, 109.5,332,332
176, Cal Poly, 16, BW, 14-20, -0.77, 103.0, 202, 103.8, 157,61.0, 347, -.044, 276, +1.53, 121, 106.6, 102, 105.0,174,174
180, Albany, 16, AE, 19-15, -1.02, 102.2, 219, 103.3, 148,63.6, 312, +.003, 179, -5.98, 265, 100.7, 314, 106.7,232,232
192, Wofford, 15, SC, 20-13, -1.95, 100.0, 253, 101.9, 124,62.3, 340, +.025, 123, -6.96, 291, 102.5, 251, 109.5,327,327
208, Mount St. Mary's, 16, NEC, 16-17, -3.96, 107.2, 126, 111.2, 292,69.8, 38, +.030, 110, -4.95, 245, 102.0, 273, 107.0,246,246
222, Coastal Carolina, 16, BSth, 21-13, -5.00, 97.6, 290, 102.6, 133,67.8, 109, +.040, 90, -7.20, 297, 102.1, 270, 109.3,322,322
258, Texas Southern, 16, SWAC, 19-15, -7.48, 106.0, 142, 113.5, 325,67.3, 130, -.004, 195, -11.84, 345, 96.9, 350, 108.7,301,301
