EM_Rank,Team_Name,Seed,Conference,Record,AdjEM,AdjO,AdjO-rank,AdjD,AdjD-rank,AdjT,AdjT-rank,Luck,Luck-rank,OppEM,OppEM-rank,OppO,OppO-rank,OppD,OppD-rank,NonConfEM
24, Pittsburgh, 9, BE, 20-9, +17.98, 110.6, 18, 92.6, 51,67.0, 246, -.057, 287, +7.09, 59, 103.6, 55, 96.5,57,57
25, Boston College, 4, BE, 25-5, +17.83, 109.9, 25, 92.1, 45,68.1, 206, +.080, 21, +7.76, 45, 103.0, 73, 95.3,23,23
26, Gonzaga, 3, WCC, 26-5, +17.54, 115.7, 7, 98.1, 147,69.4, 138, +.013, 128, +3.94, 98, 100.9, 125, 97.0,75,75
27, Iowa, 10, B10, 21-12, +16.84, 107.9, 38, 91.0, 35,70.4, 103, -.034, 253, +10.31, 13, 104.5, 24, 94.2,6,6
28, Texas, 8, B12, 20-11, +16.47, 109.0, 30, 92.6, 50,70.1, 114, -.051, 278, +7.56, 51, 104.2, 33, 96.7,62,62
29, Southern Illinois, 7, MVC, 27-8, +16.30, 104.8, 70, 88.5, 14,66.3, 270, +.016, 120, +5.84, 73, 103.3, 66, 97.4,84,84
31, New Mexico, 12, MWC, 26-7, +15.15, 108.7, 32, 93.6, 61,68.2, 198, -.001, 163, +0.65, 145, 100.6, 135, 99.9,166,166
32, Texas Tech, 6, B12, 22-11, +15.10, 106.0, 55, 90.9, 33,71.8, 56, +.038, 80, +9.23, 23, 105.8, 5, 96.6,60,60
34, Mississippi St., 9, SEC, 23-11, +14.83, 105.3, 65, 90.5, 26,70.3, 106, +.041, 75, +6.68, 62, 103.6, 52, 96.9,72,72
35, West Virginia, 7, BE, 24-11, +14.65, 110.3, 21, 95.7, 92,66.4, 264, +.081, 19, +9.26, 21, 105.2, 13, 95.9,40,40
36, Milwaukee, 12, Horz, 26-6, +14.38, 105.9, 56, 91.5, 37,70.6, 97, +.079, 23, +1.57, 128, 100.8, 128, 99.2,135,135
38, George Washington, 12, A10, 22-8, +14.09, 106.2, 53, 92.2, 46,73.0, 33, -.013, 197, +0.54, 146, 100.2, 148, 99.7,156,156
39, Creighton, 10, MVC, 23-11, +13.95, 110.1, 24, 96.1, 103,66.2, 275, -.033, 250, +4.80, 87, 101.9, 105, 97.0,76,76
40, Pacific, 8, BW, 27-4, +13.80, 110.6, 19, 96.8, 119,66.3, 273, +.092, 13, +0.48, 149, 99.9, 155, 99.5,148,148
41, Minnesota, 8, B10, 21-11, +13.78, 100.4, 138, 86.6, 9,69.3, 145, +.016, 122, +7.43, 54, 103.4, 61, 96.0,42,42
42, LSU, 6, SEC, 20-10, +13.44, 110.3, 22, 96.9, 121,69.1, 157, +.071, 30, +8.27, 34, 104.2, 34, 95.9,39,39
43, Vermont, 13, AE, 25-7, +13.26, 107.6, 41, 94.3, 72,67.3, 234, +.032, 95, -2.06, 189, 97.2, 231, 99.3,137,137
46, Northern Iowa, 11, MVC, 21-11, +13.05, 108.4, 35, 95.4, 84,67.4, 230, -.035, 255, +5.44, 77, 102.5, 83, 97.1,77,77
48, Iowa St., 9, B12, 19-12, +12.71, 99.5, 158, 86.8, 10,69.7, 127, +.004, 151, +7.72, 46, 104.4, 28, 96.7,66,66
51, UAB, 11, CUSA, 22-11, +12.24, 105.6, 59, 93.4, 58,73.7, 24, +.000, 158, +4.85, 85, 102.3, 88, 97.5,86,86
54, Charlotte, 7, CUSA, 21-8, +11.93, 107.8, 40, 95.9, 97,72.8, 39, +.042, 72, +3.97, 97, 101.7, 107, 97.8,92,92
56, Nevada, 9, WAC, 25-7, +11.70, 99.5, 157, 87.8, 12,69.0, 158, +.046, 64, +1.59, 126, 101.4, 116, 99.8,160,160
58, UTEP, 11, WAC, 27-8, +11.38, 108.7, 33, 97.4, 129,68.3, 194, +.015, 124, +0.05, 158, 99.4, 173, 99.3,140,140
67, UCLA, 11, P10, 18-11, +10.53, 104.4, 77, 93.8, 67,71.8, 53, +.036, 85, +7.47, 53, 103.8, 45, 96.3,52,52
69, Stanford, 8, P10, 18-13, +10.46, 102.2, 110, 91.7, 42,70.2, 110, +.048, 60, +8.25, 35, 104.2, 31, 96.0,41,41
71, Old Dominion, 12, CAA, 28-6, +9.90, 101.3, 126, 91.4, 36,68.8, 174, +.050, 57, -3.24, 215, 97.7, 219, 101.0,212,212
74, Louisiana Lafayette, 13, SB, 20-11, +9.69, 103.9, 84, 94.2, 69,69.9, 122, +.038, 79, +2.13, 119, 101.3, 118, 99.1,130,130
77, Penn, 13, Ivy, 20-9, +9.32, 98.1, 183, 88.8, 17,70.4, 102, +.034, 90, -1.90, 185, 98.4, 201, 100.3,188,188
78, Saint Mary's, 10, WCC, 25-9, +9.22, 102.5, 104, 93.3, 57,68.1, 204, +.081, 20, +2.95, 109, 101.9, 102, 99.0,124,124
85, Ohio, 13, MAC, 21-11, +8.08, 105.8, 57, 97.7, 138,68.2, 200, +.043, 71, +2.77, 114, 101.5, 112, 98.8,117,117
94, Bucknell, 14, Pat, 23-10, +6.56, 98.6, 175, 92.0, 43,65.5, 293, +.065, 37, -2.43, 193, 98.0, 212, 100.4,192,192
106, Niagara, 14, MAAC, 20-10, +5.34, 111.8, 15, 106.4, 296,72.7, 40, -.027, 238, -3.18, 211, 98.1, 209, 101.3,221,221
107, Winthrop, 14, BSth, 27-6, +4.90, 97.6, 196, 92.7, 53,65.7, 287, +.064, 39, -7.43, 283, 96.3, 258, 103.7,308,308
133, Southeastern Louisiana, 15, Slnd, 24-9, +3.19, 93.7, 246, 90.5, 27,63.1, 320, +.006, 149, -5.64, 262, 96.5, 249, 102.2,256,256
143, Eastern Kentucky, 15, OVC, 22-9, +1.95, 99.8, 154, 97.9, 140,68.1, 202, +.100, 11, -4.66, 251, 98.7, 193, 103.3,295,295
164, Chattanooga, 15, SC, 20-11, +0.09, 95.9, 221, 95.8, 95,70.1, 116, +.060, 45, -3.81, 224, 97.9, 216, 101.7,241,241
178, Oakland, 16, MCon, 13-19, -1.18, 104.6, 73, 105.8, 290,67.9, 215, -.023, 223, +0.82, 144, 101.3, 119, 100.4,193,193
190, UCF, 15, ASun, 24-9, -2.50, 101.5, 122, 104.0, 263,63.3, 316, +.067, 34, -8.29, 292, 95.9, 268, 104.2,323,323
191, Fairleigh Dickinson, 16, NEC, 20-13, -2.51, 98.1, 184, 100.6, 203,71.7, 62, -.003, 172, -7.71, 288, 96.3, 259, 104.0,316,316
193, Montana, 16, BSky, 18-13, -2.61, 96.3, 213, 98.9, 161,71.0, 84, +.051, 55, -4.53, 247, 97.2, 234, 101.7,243,243
209, Delaware St., 16, MEAC, 19-14, -4.92, 98.9, 169, 103.8, 258,61.9, 325, +.077, 25, -8.44, 295, 93.2, 312, 101.7,240,240
279, Alabama A&M, 16, SWAC, 15-14, -12.23, 87.4, 310, 99.6, 182,74.8, 13, -.021, 218, -14.44, 328, 89.1, 327, 103.6,302,302
