EM_Rank,Team_Name,Seed,Conference,Record,AdjEM,AdjO,AdjO-rank,AdjD,AdjD-rank,AdjT,AdjT-rank,Luck,Luck-rank,OppEM,OppEM-rank,OppO,OppO-rank,OppD,OppD-rank,NonConfEM
21, Gonzaga, 7, WCC, 26-7, +18.37, 110.4, 30, 92.0, 34,67.0, 160, -.019, 218, +3.29, 104, 103.7, 71, 100.4,130,130
22, Michigan, 4, B10, 24-10, +17.50, 111.5, 20, 94.0, 56,62.0, 330, +.058, 42, +10.97, 5, 107.3, 4, 96.4,8,8
23, Kansas St., 8, B12, 22-11, +17.49, 107.2, 58, 89.7, 18,68.0, 114, -.024, 235, +8.81, 26, 105.7, 31, 96.9,22,22
24, Florida St., 3, ACC, 25-10, +17.11, 104.8, 87, 87.7, 10,68.1, 105, +.035, 78, +8.67, 28, 105.7, 32, 97.0,24,24
25, Belmont, 14, ASun, 27-8, +16.91, 114.3, 9, 97.4, 121,69.3, 53, -.016, 210, -0.59, 164, 101.4, 150, 102.0,182,182
26, Alabama, 9, SEC, 21-12, +16.67, 103.4, 116, 86.7, 6,63.8, 301, -.066, 313, +7.82, 37, 106.0, 22, 98.2,59,59
27, Iowa St., 8, B12, 23-11, +16.64, 111.1, 24, 94.5, 66,67.8, 121, -.004, 183, +8.24, 33, 105.7, 29, 97.5,38,38
28, Creighton, 8, MVC, 29-6, +16.47, 116.6, 5, 100.1, 172,67.7, 124, +.079, 20, +3.93, 92, 103.2, 87, 99.2,95,95
29, California, 12, P12, 24-10, +16.32, 108.5, 44, 92.2, 38,67.4, 140, -.008, 193, +4.71, 74, 103.3, 84, 98.6,72,72
30, Purdue, 10, B10, 22-13, +16.25, 113.4, 13, 97.1, 113,65.9, 219, -.003, 179, +9.60, 9, 107.0, 9, 97.4,35,35
31, Cincinnati, 6, BE, 26-11, +15.99, 106.9, 61, 90.9, 24,64.7, 275, +.024, 112, +7.56, 40, 104.2, 55, 96.6,13,13
32, Texas, 11, B12, 20-14, +15.87, 110.2, 31, 94.3, 64,67.2, 149, -.066, 314, +9.52, 10, 106.6, 10, 97.1,27,27
33, Virginia, 10, ACC, 22-10, +15.86, 102.4, 134, 86.5, 5,61.5, 337, -.025, 238, +4.67, 76, 103.5, 74, 98.9,82,82
34, Saint Mary's, 7, WCC, 27-6, +15.46, 111.7, 18, 96.2, 94,65.0, 264, +.037, 77, +0.78, 134, 102.6, 109, 101.8,173,173
35, Murray St., 6, OVC, 31-2, +15.37, 105.9, 75, 90.5, 20,67.1, 155, +.032, 87, -2.47, 203, 101.0, 165, 103.5,255,255
36, Long Beach St., 12, BW, 25-9, +15.29, 108.9, 38, 93.6, 52,68.2, 100, -.046, 275, +0.58, 142, 101.9, 132, 101.3,165,165
37, UNLV, 6, MWC, 26-9, +14.96, 106.5, 67, 91.5, 27,69.9, 41, +.006, 158, +4.45, 81, 103.1, 88, 98.7,76,76
38, Connecticut, 9, BE, 20-14, +14.49, 108.6, 42, 94.1, 59,64.9, 267, -.034, 255, +9.36, 15, 106.1, 17, 96.8,20,20
39, Temple, 5, A10, 24-8, +14.47, 110.6, 28, 96.1, 93,68.2, 102, +.055, 50, +5.92, 56, 104.6, 46, 98.7,75,75
41, Harvard, 12, Ivy, 26-5, +14.34, 106.1, 71, 91.8, 31,62.2, 326, +.027, 100, -1.78, 190, 99.1, 263, 100.9,150,150
42, North Carolina St., 11, ACC, 24-13, +14.19, 109.4, 32, 95.2, 79,68.6, 85, -.004, 181, +7.51, 42, 104.7, 45, 97.2,29,29
43, Notre Dame, 7, BE, 22-12, +14.19, 108.1, 51, 93.9, 55,62.0, 331, +.032, 86, +7.74, 38, 105.0, 41, 97.2,30,30
45, West Virginia, 10, BE, 19-14, +13.49, 108.7, 41, 95.2, 77,65.5, 241, -.019, 220, +9.21, 20, 106.0, 24, 96.8,19,19
46, VCU, 12, CAA, 29-7, +13.48, 104.3, 95, 90.8, 22,66.4, 189, +.025, 103, +0.89, 131, 100.3, 200, 99.4,106,106
47, South Florida, 12, BE, 22-14, +13.12, 101.2, 151, 88.1, 13,60.4, 343, +.041, 70, +8.53, 29, 105.6, 33, 97.1,26,26
50, BYU, 14, WCC, 26-9, +12.75, 103.6, 111, 90.8, 23,74.1, 4, +.020, 122, +1.63, 121, 103.5, 73, 101.9,175,175
53, Xavier, 10, A10, 23-13, +12.63, 106.0, 74, 93.4, 49,68.0, 111, +.030, 92, +7.92, 34, 105.9, 25, 98.0,51,51
54, Iona, 14, MAAC, 25-8, +12.24, 112.7, 15, 100.5, 180,71.9, 15, -.010, 195, -1.63, 184, 100.5, 189, 102.1,189,189
57, Ohio, 13, MAC, 29-8, +11.87, 103.9, 103, 92.0, 35,67.6, 132, +.021, 120, +1.11, 125, 101.9, 131, 100.8,149,149
58, St. Bonaventure, 14, A10, 20-12, +11.84, 107.9, 53, 96.1, 90,65.3, 256, -.024, 234, +3.57, 100, 102.9, 97, 99.4,102,102
61, South Dakota St., 14, Sum, 27-8, +11.67, 110.9, 26, 99.2, 151,66.5, 188, +.031, 90, -2.10, 197, 101.3, 155, 103.4,250,250
65, New Mexico St., 13, WAC, 26-10, +11.22, 106.6, 65, 95.4, 82,70.8, 27, -.041, 266, -0.52, 163, 101.8, 135, 102.3,199,199
66, San Diego St., 6, MWC, 26-8, +11.13, 104.1, 98, 93.0, 43,67.5, 133, +.060, 37, +4.09, 87, 103.4, 79, 99.3,100,100
68, Southern Miss, 9, CUSA, 25-9, +10.81, 108.5, 46, 97.6, 125,65.5, 240, +.041, 68, +4.31, 83, 102.8, 102, 98.5,70,70
70, Davidson, 13, SC, 25-8, +10.70, 109.4, 33, 98.7, 140,69.1, 60, +.008, 150, -3.05, 217, 99.7, 219, 102.8,215,215
78, Lehigh, 15, Pat, 27-8, +9.32, 105.9, 76, 96.6, 97,69.2, 58, -.026, 239, -6.50, 306, 98.0, 300, 104.5,305,305
81, Colorado, 11, P12, 24-12, +8.83, 102.1, 137, 93.3, 47,66.7, 177, +.082, 19, +5.86, 57, 104.2, 56, 98.3,65,65
88, Colorado St., 11, MWC, 20-12, +8.15, 109.1, 35, 101.0, 189,65.3, 253, +.075, 21, +4.98, 71, 103.2, 86, 98.2,60,60
104, Montana, 13, BSky, 25-7, +6.78, 100.9, 155, 94.1, 61,66.3, 199, +.065, 30, -4.73, 260, 101.0, 166, 105.7,340,340
108, Lamar, 16, Slnd, 23-12, +6.37, 104.8, 89, 98.4, 138,68.0, 109, -.027, 242, -4.44, 252, 97.5, 309, 101.9,176,176
114, Detroit, 15, Horz, 22-14, +5.48, 105.4, 82, 99.9, 165,68.5, 88, -.006, 188, +0.49, 146, 100.5, 191, 100.0,118,118
115, UNC Asheville, 16, BSth, 24-10, +5.48, 107.8, 54, 102.3, 223,70.1, 37, +.001, 171, -4.03, 243, 100.1, 204, 104.1,287,287
118, Vermont, 16, AE, 24-12, +5.18, 102.4, 133, 97.3, 115,63.9, 300, -.022, 229, -5.87, 294, 97.1, 318, 103.0,231,231
129, Loyola MD, 15, MAAC, 24-9, +3.90, 101.2, 150, 97.3, 118,65.7, 235, +.114, 6, -3.45, 229, 99.6, 229, 103.1,234,234
161, LIU Brooklyn, 16, NEC, 25-9, +0.77, 105.8, 78, 105.0, 269,75.2, 2, +.118, 5, -5.25, 279, 98.0, 301, 103.2,242,242
183, Norfolk St., 15, MEAC, 26-10, -1.80, 98.1, 213, 99.9, 166,68.5, 91, +.188, 1, -6.77, 310, 98.3, 292, 105.0,321,321
193, Western Kentucky, 16, SB, 16-19, -2.68, 95.0, 269, 97.7, 126,69.7, 44, +.083, 18, +0.64, 139, 100.8, 175, 100.2,123,123
237, Mississippi Valley St., 16, SWAC, 21-13, -6.28, 95.3, 259, 101.6, 204,70.5, 31, +.128, 2, -9.98, 336, 94.1, 337, 104.1,283,283
