EM_Rank,Team_Name,Seed,Conference,Record,AdjEM,AdjO,AdjO-rank,AdjD,AdjD-rank,AdjT,AdjT-rank,Luck,Luck-rank,OppEM,OppEM-rank,OppO,OppO-rank,OppD,OppD-rank,NonConfEM
66, Holy Cross, 14, Pat, 25-5, +10.23, 101.7, 117, 91.5, 37,68.3, 248, +.064, 39, -6.03, 262, 96.3, 257, 102.3,257,257
68, Central Michigan, 11, MAC, 25-7, +9.84, 106.5, 47, 96.6, 121,74.5, 21, +.137, 3, +1.54, 130, 101.5, 110, 100.0,160,160
70, Manhattan, 14, MAAC, 23-7, +9.75, 102.0, 111, 92.2, 49,71.9, 92, +.014, 126, -2.66, 202, 98.5, 194, 101.2,208,208
75, Weber St., 12, BSky, 25-5, +8.82, 108.7, 26, 99.9, 184,69.0, 216, +.074, 24, -1.75, 182, 97.9, 216, 99.7,147,147
80, San Diego, 13, WCC, 17-12, +8.15, 101.5, 121, 93.4, 65,73.9, 38, +.004, 155, +2.89, 105, 101.9, 98, 99.0,117,117
87, Utah St., 15, BW, 22-9, +7.35, 104.3, 76, 97.0, 128,63.5, 316, +.004, 156, -1.75, 183, 98.6, 192, 100.3,179,179
100, Troy St., 14, ASun, 25-6, +6.04, 103.3, 92, 97.3, 133,73.4, 48, +.104, 9, -5.95, 260, 96.3, 256, 102.3,256,256
101, Colorado St., 14, MWC, 17-14, +5.93, 107.1, 38, 101.1, 201,70.1, 162, +.032, 85, +4.86, 85, 102.3, 80, 97.5,90,90
135, Austin Peay, 13, OVC, 20-8, +2.64, 97.6, 193, 94.9, 84,68.0, 258, +.172, 1, -1.24, 175, 101.4, 113, 102.7,277,277
147, East Tennessee St., 15, SC, 17-11, +1.70, 98.3, 180, 96.6, 117,78.2, 3, +.036, 77, -2.49, 197, 99.4, 171, 101.9,234,234
150, Vermont, 16, AE, 19-11, +1.61, 98.0, 186, 96.3, 114,67.4, 277, +.020, 118, -5.84, 258, 96.6, 250, 102.4,267,267
157, Sam Houston St., 15, Slnd, 21-7, +0.83, 98.5, 178, 97.6, 137,70.1, 163, +.088, 13, -6.82, 274, 94.5, 290, 101.3,213,213
161, IUPUI, 16, MCon, 19-14, +0.40, 99.8, 153, 99.4, 174,70.1, 164, +.072, 27, -2.98, 212, 99.4, 167, 102.4,266,266
179, Wagner, 15, NEC, 21-11, -1.13, 102.2, 107, 103.4, 247,70.7, 139, +.048, 63, -7.40, 279, 96.2, 258, 103.6,290,290
244, South Carolina St., 16, MEAC, 20-11, -8.40, 93.5, 260, 101.9, 222,74.3, 24, +.115, 6, -13.03, 321, 92.1, 320, 105.2,318,318
260, Texas Southern, 16, SWAC, 18-13, -10.23, 95.8, 227, 106.0, 286,71.3, 117, +.038, 73, -12.02, 316, 92.1, 319, 104.2,301,301
283, UNC Asheville, 16, BSth, 14-17, -12.17, 98.7, 173, 110.9, 319,70.6, 141, +.118, 5, -6.96, 275, 95.3, 278, 102.2,255,255
