EM_Rank,Team_Name,Seed,Conference,Record,AdjEM,AdjO,AdjO-rank,AdjD,AdjD-rank,AdjT,AdjT-rank,Luck,Luck-rank,OppEM,OppEM-rank,OppO,OppO-rank,OppD,OppD-rank,NonConfEM
12, Stanford, 1, P10, 30-2, +22.02, 107.6, 44, 85.5, 6,68.4, 200, +.051, 55, +4.00, 100, 102.4, 84, 98.4,117,117
13, Illinois, 5, B10, 26-7, +21.66, 113.8, 8, 92.1, 46,66.4, 275, +.055, 45, +8.31, 30, 104.0, 33, 95.7,27,27
14, Wake Forest, 4, ACC, 21-10, +21.18, 117.9, 1, 96.7, 118,73.4, 30, -.018, 213, +13.88, 4, 106.1, 5, 92.3,1,1
15, Mississippi St., 2, SEC, 26-4, +21.17, 109.9, 18, 88.8, 18,71.5, 82, +.021, 113, +6.53, 53, 102.8, 68, 96.3,46,46
16, Texas, 3, B12, 25-8, +21.11, 110.8, 16, 89.7, 21,68.5, 199, +.037, 74, +9.98, 14, 105.9, 8, 95.9,33,33
17, Cincinnati, 4, CUSA, 25-7, +21.11, 111.8, 12, 90.7, 29,69.8, 147, +.003, 163, +6.76, 47, 102.7, 73, 95.9,34,34
18, Kansas, 4, B12, 24-9, +20.45, 108.6, 32, 88.1, 14,72.3, 54, +.018, 125, +10.83, 10, 105.8, 9, 95.0,16,16
19, Louisville, 10, CUSA, 20-10, +19.97, 102.7, 88, 82.7, 1,70.9, 108, -.078, 302, +7.80, 36, 103.8, 38, 96.0,38,38
20, Nevada, 10, WAC, 25-9, +19.79, 108.0, 37, 88.2, 15,72.0, 59, -.038, 251, +6.95, 43, 104.0, 34, 97.1,78,78
21, Xavier, 7, A10, 26-11, +19.76, 109.5, 20, 89.7, 20,67.6, 233, -.022, 218, +7.07, 41, 103.8, 37, 96.8,65,65
22, Maryland, 4, ACC, 20-12, +19.27, 106.4, 53, 87.1, 10,74.7, 11, -.008, 187, +14.75, 1, 108.7, 1, 94.0,9,9
23, Vanderbilt, 6, SEC, 23-10, +18.13, 108.9, 30, 90.7, 31,68.5, 198, -.002, 174, +8.59, 28, 104.6, 20, 96.0,37,37
24, Providence, 5, BE, 20-9, +17.95, 107.7, 41, 89.8, 22,68.2, 209, +.002, 164, +9.20, 19, 104.3, 24, 95.1,18,18
25, Florida, 5, SEC, 20-11, +17.80, 111.8, 13, 94.0, 69,69.7, 149, -.023, 221, +10.41, 12, 104.6, 21, 94.2,10,10
26, Seton Hall, 8, BE, 21-10, +16.99, 107.6, 43, 90.6, 28,69.1, 183, -.004, 178, +8.62, 27, 103.8, 36, 95.2,19,19
28, Texas Tech, 8, B12, 23-11, +16.65, 106.6, 51, 89.9, 24,70.4, 128, +.010, 144, +8.97, 24, 105.2, 15, 96.2,45,45
29, Alabama, 8, SEC, 20-13, +16.02, 110.4, 17, 94.4, 74,67.7, 229, +.005, 157, +11.66, 9, 105.6, 11, 94.0,8,8
30, Syracuse, 5, BE, 23-8, +15.96, 108.1, 35, 92.2, 47,69.5, 160, +.087, 19, +9.00, 23, 104.3, 25, 95.3,22,22
31, Memphis, 7, CUSA, 22-8, +15.83, 107.5, 46, 91.7, 39,69.6, 152, +.011, 140, +6.06, 63, 102.4, 82, 96.3,48,48
32, Arizona, 9, P10, 20-10, +15.81, 113.9, 6, 98.1, 150,76.8, 2, -.072, 298, +6.29, 59, 103.3, 52, 97.0,74,74
33, Western Michigan, 11, MAC, 26-5, +15.81, 109.1, 25, 93.3, 63,70.3, 134, +.039, 71, -0.58, 163, 99.9, 157, 100.5,177,177
34, BYU, 12, MWC, 21-9, +15.37, 108.8, 31, 93.4, 65,68.2, 210, +.020, 114, +6.80, 46, 104.3, 28, 97.5,92,92
35, Michigan St., 7, B10, 18-12, +15.29, 113.0, 9, 97.7, 142,66.7, 266, -.015, 198, +9.35, 16, 103.6, 43, 94.3,11,11
36, Air Force, 11, MWC, 22-7, +15.24, 107.8, 40, 92.6, 51,55.6, 326, +.024, 104, +0.37, 144, 99.4, 175, 99.1,132,132
37, Boston College, 6, BE, 24-10, +15.00, 106.1, 55, 91.1, 34,65.9, 289, +.046, 64, +7.95, 34, 102.9, 64, 94.9,15,15
38, Richmond, 11, A10, 20-13, +14.83, 102.0, 106, 87.2, 11,65.7, 293, -.060, 280, +6.20, 60, 103.1, 57, 97.0,72,72
39, South Carolina, 10, SEC, 23-11, +14.70, 105.4, 61, 90.7, 30,68.3, 203, -.000, 173, +6.68, 52, 102.4, 83, 95.7,25,25
41, UTEP, 13, WAC, 24-8, +14.33, 108.0, 36, 93.7, 68,71.5, 83, +.046, 61, +4.79, 91, 100.9, 125, 96.1,42,42
42, Southern Illinois, 9, MVC, 25-5, +13.98, 104.6, 72, 90.6, 27,69.1, 182, +.046, 62, +2.60, 118, 101.4, 107, 98.8,128,128
43, Utah, 11, MWC, 24-9, +13.96, 105.8, 58, 91.8, 43,62.3, 319, +.063, 38, +5.02, 86, 103.4, 48, 98.4,120,120
44, Charlotte, 9, CUSA, 21-9, +13.95, 108.5, 33, 94.5, 80,73.1, 34, +.015, 131, +5.24, 81, 101.2, 114, 95.9,35,35
47, UAB, 9, CUSA, 22-10, +13.30, 103.4, 81, 90.1, 26,74.5, 15, +.019, 122, +5.97, 65, 102.5, 80, 96.6,58,58
48, Manhattan, 12, MAAC, 25-6, +13.10, 104.1, 77, 91.0, 32,69.4, 169, +.012, 138, -0.89, 175, 99.8, 162, 100.7,190,190
58, DePaul, 7, CUSA, 22-10, +11.06, 109.2, 22, 98.1, 151,66.0, 287, +.092, 16, +6.37, 57, 103.0, 60, 96.7,63,63
60, Washington, 8, P10, 19-12, +10.53, 108.9, 29, 98.3, 154,76.8, 3, +.032, 87, +5.87, 69, 102.8, 70, 96.9,70,70
61, Murray St., 12, OVC, 28-6, +10.47, 106.8, 49, 96.3, 113,71.6, 80, +.064, 37, -3.69, 229, 99.4, 178, 103.1,295,295
63, Illinois Chicago, 13, Horz, 24-8, +10.20, 102.7, 89, 92.5, 50,68.1, 214, +.037, 78, -0.67, 166, 99.9, 159, 100.5,182,182
66, Louisiana Lafayette, 14, SB, 20-9, +10.08, 105.5, 60, 95.4, 95,72.0, 61, +.006, 153, +0.49, 142, 100.0, 154, 99.5,141,141
71, Dayton, 10, A10, 24-9, +9.67, 104.4, 75, 94.7, 82,65.4, 299, +.085, 23, +4.50, 95, 102.6, 77, 98.1,108,108
81, VCU, 13, CAA, 23-8, +8.85, 100.8, 120, 92.0, 44,68.6, 194, +.076, 25, +0.25, 147, 99.0, 190, 98.8,127,127
82, Pacific, 12, BW, 25-8, +8.76, 103.8, 78, 95.1, 87,67.1, 248, +.097, 12, -0.01, 152, 99.8, 164, 99.8,152,152
84, Northern Iowa, 14, MVC, 21-10, +8.52, 102.9, 86, 94.4, 75,68.1, 217, +.023, 108, +3.17, 109, 100.4, 135, 97.3,83,83
86, East Tennessee St., 13, SC, 27-6, +8.32, 100.1, 134, 91.8, 42,76.3, 5, +.017, 128, -3.04, 217, 98.4, 215, 101.4,215,215
98, UCF, 14, ASun, 25-6, +5.72, 98.6, 159, 92.8, 53,66.5, 272, +.089, 18, -6.29, 257, 97.4, 240, 103.7,309,309
108, Princeton, 14, Ivy, 20-8, +4.73, 102.1, 105, 97.4, 133,60.0, 325, +.033, 84, -4.72, 243, 96.3, 254, 101.1,203,203
123, Eastern Washington, 15, BSky, 17-13, +3.19, 101.6, 110, 98.4, 157,67.7, 227, +.015, 132, -0.97, 176, 99.4, 180, 100.4,171,171
152, Valparaiso, 15, MCon, 18-13, +0.49, 95.8, 219, 95.3, 94,73.0, 38, +.067, 33, -0.50, 159, 101.6, 104, 102.1,243,243
171, Vermont, 15, AE, 22-9, -1.33, 97.2, 189, 98.6, 162,67.2, 244, +.114, 4, -8.48, 286, 93.5, 298, 102.0,235,235
181, Liberty, 16, BSth, 18-15, -2.54, 94.3, 243, 96.8, 121,70.8, 112, +.001, 168, -5.62, 252, 96.8, 249, 102.4,262,262
194, Monmouth, 15, NEC, 21-12, -3.88, 93.9, 253, 97.7, 143,69.6, 155, +.112, 5, -6.83, 263, 96.9, 247, 103.7,308,308
241, Lehigh, 16, Pat, 20-11, -6.87, 92.9, 266, 99.8, 178,67.8, 223, +.056, 44, -11.32, 312, 91.8, 313, 103.1,298,298
248, UTSA, 16, Slnd, 19-14, -7.47, 94.0, 248, 101.5, 213,71.9, 67, +.102, 8, -7.07, 267, 95.9, 260, 103.0,290,290
257, Florida A&M, 16, MEAC, 15-17, -9.17, 94.0, 249, 103.2, 248,74.6, 14, +.005, 155, -9.89, 305, 93.1, 303, 103.0,291,291
266, Alabama St., 16, SWAC, 16-15, -10.49, 90.0, 293, 100.5, 183,65.4, 297, +.023, 107, -12.28, 320, 90.7, 320, 103.0,289,289
