EM_Rank,Team_Name,Seed,Conference,Record,AdjEM,AdjO,AdjO-rank,AdjD,AdjD-rank,AdjT,AdjT-rank,Luck,Luck-rank,OppEM,OppEM-rank,OppO,OppO-rank,OppD,OppD-rank,NonConfEM
27, Syracuse, 10, ACC, 23-14, +18.56, 111.6, 50, 93.0, 17,65.8, 322, -.027, 249, +11.25, 17, 110.6, 12, 99.4,30,30
28, California, 4, P12, 23-11, +18.32, 111.4, 52, 93.1, 19,68.3, 209, -.053, 300, +8.69, 51, 109.2, 38, 100.5,66,66
29, Seton Hall, 6, BE, 25-9, +18.28, 110.0, 71, 91.7, 10,70.7, 91, +.016, 132, +9.27, 43, 108.1, 61, 98.9,11,11
30, Butler, 9, BE, 22-11, +17.31, 116.9, 15, 99.6, 97,68.8, 182, -.008, 200, +8.78, 50, 108.1, 62, 99.3,26,26
31, VCU, 10, A10, 25-11, +17.09, 110.9, 58, 93.9, 24,70.4, 97, -.070, 326, +4.59, 86, 106.9, 78, 102.4,105,105
32, Cincinnati, 9, Amer, 22-11, +17.06, 110.0, 69, 93.0, 16,65.0, 334, -.067, 321, +5.85, 76, 106.8, 79, 101.0,75,75
33, Utah, 3, P12, 27-9, +16.78, 114.4, 26, 97.6, 60,66.5, 304, +.112, 8, +10.45, 23, 109.4, 35, 98.9,13,13
36, Pittsburgh, 10, ACC, 21-12, +16.62, 113.8, 28, 97.2, 54,66.1, 309, -.011, 206, +10.48, 22, 110.7, 11, 100.2,55,55
37, Notre Dame, 6, ACC, 24-12, +16.58, 119.5, 9, 102.9, 158,65.4, 328, +.055, 54, +11.41, 14, 110.8, 9, 99.4,32,32
38, Wisconsin, 7, B10, 22-13, +16.52, 109.0, 90, 92.4, 13,64.3, 345, -.022, 234, +10.72, 19, 110.1, 20, 99.4,31,31
39, Texas, 6, B12, 20-13, +16.18, 111.9, 49, 95.7, 40,66.5, 303, +.022, 117, +13.52, 1, 111.2, 5, 97.7,5,5
41, Stephen F. Austin, 14, Slnd, 28-6, +15.64, 111.1, 57, 95.5, 38,68.3, 212, +.008, 157, -6.38, 288, 101.8, 260, 108.1,318,318
43, Saint Joseph's, 8, A10, 28-8, +15.35, 113.1, 32, 97.7, 63,70.7, 87, +.031, 95, +5.14, 81, 106.5, 82, 101.3,87,87
44, Providence, 9, BE, 24-11, +14.50, 108.9, 92, 94.4, 26,69.4, 144, +.063, 42, +9.44, 38, 109.0, 41, 99.6,34,34
46, Yale, 12, Ivy, 23-7, +14.35, 109.3, 88, 94.9, 33,66.9, 276, +.027, 105, -1.49, 181, 104.4, 134, 105.9,217,217
49, USC, 8, P12, 21-13, +14.24, 112.9, 34, 98.6, 82,72.0, 48, -.028, 251, +8.62, 52, 108.4, 52, 99.8,40,40
50, Michigan, 11, B10, 23-13, +14.16, 113.6, 30, 99.4, 95,66.5, 302, +.013, 143, +9.26, 44, 109.5, 32, 100.2,54,54
54, Texas Tech, 8, B12, 19-13, +13.77, 112.0, 46, 98.3, 73,66.8, 284, +.029, 101, +11.89, 10, 110.3, 19, 98.4,6,6
56, Arkansas Little Rock, 12, SB, 30-5, +13.21, 108.2, 97, 95.0, 34,64.4, 342, +.056, 52, -1.66, 183, 103.0, 199, 104.7,169,169
57, Colorado, 8, P12, 22-12, +12.89, 107.7, 100, 94.8, 31,70.3, 99, +.015, 135, +8.06, 56, 109.1, 40, 101.0,78,78
59, Dayton, 7, A10, 25-8, +12.63, 105.5, 146, 92.9, 15,68.9, 177, +.082, 27, +5.05, 82, 107.2, 74, 102.1,101,101
60, Hawaii, 13, BW, 28-6, +12.16, 107.1, 112, 95.0, 35,71.4, 66, +.013, 142, -1.02, 168, 102.4, 229, 103.5,127,127
64, Oregon St., 7, P12, 19-13, +11.62, 109.6, 79, 97.9, 66,68.2, 216, +.043, 78, +10.27, 24, 109.4, 34, 99.1,20,20
65, Tulsa, 11, Amer, 20-12, +11.50, 110.0, 70, 98.5, 78,69.2, 156, -.003, 181, +5.91, 75, 106.4, 83, 100.5,65,65
67, Northern Iowa, 11, MVC, 23-13, +11.15, 108.5, 94, 97.3, 55,64.2, 346, +.013, 144, +4.28, 89, 105.1, 114, 100.8,71,71
80, South Dakota St., 12, Sum, 26-8, +9.59, 110.3, 65, 100.7, 117,68.7, 188, +.005, 166, -0.73, 159, 103.5, 187, 104.3,152,152
83, UNC Wilmington, 13, CAA, 25-8, +9.19, 109.6, 78, 100.4, 111,70.9, 81, +.034, 93, +0.63, 137, 104.9, 118, 104.2,151,151
86, Temple, 10, Amer, 21-12, +8.82, 105.9, 139, 97.0, 52,66.6, 295, +.095, 17, +6.55, 73, 107.2, 72, 100.6,69,69
94, Stony Brook, 13, AE, 26-7, +8.14, 106.1, 133, 98.0, 67,67.9, 242, +.049, 61, -6.11, 282, 102.3, 237, 108.4,327,327
104, Iona, 13, MAAC, 22-11, +7.12, 109.4, 85, 102.3, 145,72.6, 31, -.005, 185, -2.06, 193, 102.8, 203, 104.8,176,176
108, Fresno St., 14, MWC, 25-10, +6.61, 106.3, 127, 99.7, 99,69.9, 123, +.085, 23, +2.00, 113, 104.8, 123, 102.7,116,116
109, Chattanooga, 12, SC, 29-6, +6.54, 106.3, 126, 99.8, 101,67.3, 263, +.132, 4, -3.45, 221, 103.6, 185, 107.0,267,267
110, Cal St. Bakersfield, 15, WAC, 24-9, +6.24, 102.9, 181, 96.7, 51,68.2, 219, -.002, 180, -6.85, 297, 99.6, 316, 106.5,237,237
119, Middle Tennessee, 15, CUSA, 25-10, +4.71, 103.5, 172, 98.8, 85,68.7, 187, +.088, 21, -0.89, 165, 104.6, 128, 105.5,204,204
127, Green Bay, 14, Horz, 23-13, +3.73, 107.2, 109, 103.5, 172,76.3, 6, +.057, 50, -0.48, 152, 103.3, 190, 103.8,138,138
131, UNC Asheville, 15, BSth, 22-12, +3.41, 102.4, 189, 99.0, 89,70.8, 84, -.008, 197, -4.17, 240, 102.6, 217, 106.8,256,256
138, Buffalo, 14, MAC, 20-15, +2.96, 104.8, 158, 101.8, 134,72.6, 32, +.044, 76, +1.11, 130, 105.9, 95, 104.8,172,172
142, Weber St., 15, BSky, 26-9, +2.46, 102.3, 191, 99.8, 103,68.2, 213, +.020, 123, -6.10, 281, 102.4, 231, 108.5,332,332
163, Florida Gulf Coast, 16, ASun, 21-14, -0.11, 102.4, 188, 102.5, 149,68.6, 192, -.038, 273, -5.05, 257, 103.8, 170, 108.8,343,343
217, Austin Peay, 16, OVC, 18-18, -5.10, 103.3, 175, 108.4, 266,70.4, 98, +.060, 43, -3.61, 226, 104.0, 160, 107.6,295,295
229, Southern, 16, SWAC, 22-13, -5.75, 99.4, 248, 105.1, 199,69.7, 132, +.040, 82, -9.50, 332, 97.9, 339, 107.4,286,286
248, Hampton, 16, MEAC, 21-11, -7.41, 98.6, 266, 106.0, 216,72.0, 45, +.157, 2, -10.56, 343, 97.8, 342, 108.3,325,325
280, Fairleigh Dickinson, 16, NEC, 18-15, -10.65, 103.3, 176, 114.0, 336,72.0, 46, +.097, 16, -9.69, 334, 97.8, 341, 107.5,291,291
285, Holy Cross, 16, Pat, 15-20, -11.40, 96.0, 308, 107.4, 242,64.9, 336, +.064, 40, -6.94, 299, 100.8, 292, 107.7,300,300
